10000	10000	1518	10000	1902	10000	10000	10000	10000	10000	0	10000	10000	1045	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	856	871	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	2049	10000	10000	1405	342	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	351	10000	1102	10000	10000	2301	1444	
10000	10000	10000	10000	2586	10000	10000	10000	1566	10000	10000	924	0	10000	1624	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	657	10000	171	10000	10000	
3468	3136	10000	10000	10000	2241	10000	3267	10000	1559	2769	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	870	10000	10000	10000	10000	
10000	10000	10000	1763	10000	10000	10000	10000	10000	10000	10000	10000	319	10000	0	-451	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	172	72	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	739	10000	1850	10000	10000	1152	0	1299	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	340	10000	10000	2235	965	
2538	10000	10000	10000	10000	10000	10000	1721	10000	10000	10000	273	10000	10000	10000	1702	0	253	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1708	10000	163	10000	10000	10000	10000	
10000	10000	10000	1843	10000	10000	1735	10000	10000	10000	10000	10000	10000	10000	10000	10000	1881	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	3166	1299	1308	869	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	911	-128	10000	10000	10000	10000	10000	10000	10000	10000	10000	-215	1679	10000	10000	10000	10000	10000	1522	10000	1519	10000	10000	-394	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	3295	2019	10000	10000	10000	1924	10000	2314	3743	10000	10000	10000	10000	2537	10000	10000	10000	2186	10000	10000	10000	2058	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	2761	10000	10000	10000	10000	1258	10000	2424	10000	10000	10000	10000	10000	10000	10000	10000	10000	2458	10000	10000	10000	-684	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	752	10000	10000	0	467	10000	10000	2548	10000	10000	10000	10000	10000	10000	279	1779	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1425	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1767	10000	10000	2264	0	10000	10000	10000	10000	10000	10000	1995	10000	10000	2346	3388	10000	10000	10000	10000	2087	10000	10000	1306	10000	10000	1125	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	42	-130	10000	10000	0	-541	10000	-36	10000	10000	10000	727	10000	10000	10000	10000	10000	10000	-901	10000	10000	10000	10000	10000	10000	-1183	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	431	10000	10000	10000	1328	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1460	-471	10000	10000	10000	10000	10000	10000	-485	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	645	10000	10000	10000	0	10000	1410	10000	1027	10000	10000	61	814	10000	1088	10000	10000	1468	10000	10000	-599	10000	10000	-193	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	3355	10000	10000	0	10000	1039	10000	10000	2774	10000	10000	10000	10000	10000	10000	10000	10000	3332	10000	10000	10000	1980	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	557	10000	0	10000	-732	10000	10000	-728	261	10000	10000	10000	10000	1029	-352	10000	10000	10000	10000	-1495	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	458	-136	10000	10000	10000	10000	10000	-193	10000	0	10000	10000	2448	10000	10000	2273	10000	10000	-930	10000	10000	10000	10000	10000	10000	-411	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1101	10000	10000	1656	10000	2530	10000	0	10000	10000	10000	10000	10000	1562	10000	10000	2103	1211	10000	916	10000	10000	86	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-1019	-495	10000	10000	417	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	1858	10000	103	-316	10000	10000	10000	10000	10000	10000	-1347	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-719	10000	10000	10000	10000	10000	10000	-765	10000	-49	10000	10000	0	10000	10000	585	10000	365	-1677	10000	10000	10000	10000	10000	10000	-151	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1645	10000	10000	601	642	10000	10000	797	10000	2732	10000	10000	10000	10000	0	2054	10000	10000	10000	10000	1623	10000	10000	1800	10000	10000	-162	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-458	10000	10000	-856	227	10000	10000	59	10000	547	10000	10000	10000	10000	538	0	10000	10000	10000	10000	10000	-1033	10000	10000	10000	10000	-434	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1117	10000	628	1674	10000	10000	0	10000	10000	10000	10000	10000	1238	10000	10000	10000	-141	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1758	10000	10000	10000	1193	10000	10000	10000	10000	10000	0	10000	10000	10000	1216	10000	334	10000	10000	-705	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-23	10000	10000	10000	10000	-42	10000	10000	10000	10000	10000	1944	1106	10000	10000	10000	10000	0	10000	10000	10000	1709	10000	10000	10000	-359	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1732	1350	10000	10000	10000	1529	10000	3436	2482	10000	10000	10000	10000	10000	0	10000	10000	2687	10000	10000	10000	392	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-796	10000	10000	100	10000	1684	10000	427	10000	10000	-888	10000	10000	10000	10000	10000	0	-1001	10000	-1286	10000	10000	-392	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	970	10000	10000	10000	10000	10000	10000	10000	10000	3230	10000	1892	10000	10000	10000	1899	10000	1733	10000	10000	1318	0	10000	763	10000	10000	-241	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-1111	-513	10000	10000	10000	10000	10000	-199	10000	10000	10000	10000	10000	10000	10000	1835	10000	23	508	10000	10000	0	10000	10000	10000	-170	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1617	10000	10000	10000	1193	10000	10000	2514	10000	10000	10000	683	10000	10000	941	10000	10000	2200	10000	10000	2448	906	10000	0	10000	10000	143	10000	10000	10000	10000	
1376	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1824	10000	10000	10000	10000	555	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	2230	-82	10000	10000	1679	1777	
10000	10000	10000	181	1998	10000	10000	10000	477	10000	646	10000	10000	10000	10000	10000	10000	-365	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-750	0	-1490	10000	10000	10000	10000	
1824	2362	1704	1958	3548	2629	3072	2362	2043	1125	1038	1045	2170	532	1809	935	1078	1311	2699	295	2069	486	477	3296	1317	2433	389	3536	1560	1849	1983	3092	452	2432	3204	2134	3228	370	1976	642	1551	1909	1150	1919	0	1857	859	3472	3025	
10000	10000	1407	10000	922	10000	10000	10000	10000	10000	10000	10000	10000	10000	1840	10000	10000	-102	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	550	0	10000	10000	1329	
10000	10000	10000	10000	10000	10000	10000	10000	1079	10000	10000	10000	2398	10000	10000	10000	10000	2332	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	462	10000	0	3293	10000	
10000	10000	10000	10000	10000	542	10000	2011	10000	-797	10000	880	10000	10000	10000	-922	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-824	10000	-183	10000	-1595	0	533	
10000	10000	10000	10000	10000	1948	10000	10000	10000	10000	10000	435	10000	10000	10000	335	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1119	10000	62	1156	10000	2300	0	
