10000	10000	10000	10000	10000	10000	10000	10000	998	10000	10000	10000	10000	10000	0	10000	10000	1351	10000	10000	10000	3163	10000	808	1288	10000	10000	1170	10000	2061	10000	10000	2304	10000	10000	619	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1368	10000	10000	10000	1490	10000	10000	10000	10000	1277	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2081	10000	10000	10000	10000	10000	10000	10000	10000	
1669	10000	1767	10000	10000	10000	1151	10000	10000	10000	10000	10000	10000	10000	10000	0	667	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1593	1026	10000	10000	10000	10000	-100	10000	10000	10000	10000	10000	10000	10000	333	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1398	10000	10000	10000	10000	1142	10000	10000	10000	10000	10000	1634	1527	10000	10000	10000	10000	10000	975	10000	1822	10000	10000	10000	10000	10000	
10000	10000	10000	10000	-181	10000	10000	10000	10000	10000	1138	10000	10000	10000	10000	276	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-699	10000	10000	655	10000	10000	100	10000	-171	10000	10000	140	10000	10000	10000	577	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1066	10000	10000	10000	2188	619	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	345	10000	10000	-690	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	2070	10000	10000	1749	10000	10000	800	10000	10000	0	10000	10000	10000	2908	10000	1095	2570	10000	10000	2107	10000	10000	413	10000	1138	10000	10000	577	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	732	1397	10000	10000	10000	10000	1055	2049	10000	10000	561	2309	10000	10000	10000	10000	3147	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	296	10000	1328	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	-593	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	403	1300	10000	10000	10000	10000	10000	-561	10000	10000	10000	10000	-502	10000	10000	10000	125	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1078	10000	731	10000	10000	10000	10000	10000	10000	10000	727	10000	10000	10000	763	10000	10000	10000	10000	769	10000	10000	1009	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	717	10000	10000	10000	10000	10000	601	0	1504	10000	10000	10000	10000	994	10000	10000	10000	10000	10000	303	10000	10000	10000	1058	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1772	10000	63	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-329	10000	10000	10000	672	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	259	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	-892	10000	10000	10000	10000	10000	727	10000	10000	10000	10000	452	245	0	10000	-492	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-74	10000	-791	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-732	10000	10000	10000	1333	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-731	10000	10000	10000	10000	10000	-605	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	1549	10000	10000	10000	10000	10000	1555	10000	10000	-848	10000	10000	368	10000	10000	10000	0	10000	-816	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	412	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-631	527	10000	10000	10000	10000	10000	10000	10000	10000	-1434	608	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-267	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	637	10000	10000	10000	10000	10000	1958	10000	10000	10000	10000	10000	10000	1914	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2011	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1577	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1186	1656	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2301	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	2159	10000	10000	1929	10000	10000	2856	10000	10000	1110	10000	10000	730	10000	10000	10000	2097	10000	0	10000	10000	10000	2814	10000	2162	1442	10000	1176	10000	10000	1807	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1697	10000	10000	10000	10000	10000	2348	10000	10000	10000	10000	10000	10000	10000	2149	2160	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1754	10000	10000	10000	10000	10000	10000	10000	1637	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	689	10000	10000	10000	10000	10000	723	10000	10000	137	10000	10000	10000	10000	10000	10000	0	10000	10000	285	10000	10000	10000	10000	10000	10000	10000	403	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-376	10000	10000	10000	10000	10000	-1328	264	10000	10000	-832	1970	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-559	10000	463	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	198	-127	10000	10000	10000	10000	10000	54	10000	10000	10000	10000	10000	0	10000	10000	-403	10000	10000	-434	10000	905	10000	388	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	540	10000	739	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-460	1519	919	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	494	10000	68	10000	10000	1240	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2538	10000	10000	10000	10000	1482	10000	10000	10000	10000	10000	10000	10000	0	10000	354	10000	10000	642	10000	1399	10000	601	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1576	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1595	10000	10000	1477	10000	10000	10000	10000	10000	10000	10000	10000	10000	1933	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	107	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-610	10000	10000	-200	10000	10000	10000	10000	10000	-639	965	10000	10000	0	10000	10000	747	10000	1372	10000	10000	-30	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1927	10000	10000	10000	10000	10000	586	10000	10000	-177	2475	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1152	10000	947	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1726	708	10000	0	10000	10000	1633	10000	10000	10000	1566	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1549	10000	2192	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2066	10000	10000	1608	2386	10000	10000	10000	10000	10000	10000	10000	10000	2163	10000	10000	10000	10000	10000	10000	10000	10000	917	10000	10000	1212	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	58	10000	10000	183	10000	10000	10000	10000	10000	10000	10000	10000	-736	10000	10000	10000	10000	10000	0	-800	10000	10000	10000	10000	-489	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-60	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1134	-139	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	2903	10000	10000	1069	10000	10000	10000	10000	10000	10000	10000	10000	1410	10000	10000	10000	10000	10000	975	10000	10000	10000	909	10000	1374	0	10000	2522	10000	10000	546	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1484	10000	10000	10000	10000	10000	388	2839	10000	10000	10000	3148	10000	10000	10000	2034	10000	10000	10000	10000	10000	1155	10000	10000	10000	10000	10000	1026	10000	10000	10000	10000	10000	467	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2546	1976	10000	10000	10000	10000	1432	2752	10000	10000	10000	10000	10000	1010	731	10000	1826	10000	10000	0	10000	856	10000	1258	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	3010	10000	10000	10000	10000	10000	10000	10000	1756	10000	10000	10000	-218	10000	10000	10000	10000	10000	10000	10000	1401	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	1953	10000	10000	1540	10000	10000	1170	10000	10000	-17	10000	10000	-37	10000	10000	10000	10000	10000	-925	10000	10000	10000	936	10000	10000	677	10000	0	10000	10000	909	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	563	10000	10000	10000	10000	10000	-356	10000	10000	10000	-857	10000	10000	10000	10000	10000	1809	10000	10000	10000	10000	1859	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-429	10000	1035	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1736	10000	10000	10000	10000	10000	10000	3092	10000	10000	10000	10000	2187	1315	10000	10000	10000	10000	1688	10000	0	10000	1112	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1093	10000	10000	10000	10000	10000	2775	10000	10000	10000	10000	10000	10000	830	10000	10000	10000	1113	10000	10000	10000	10000	10000	10000	10000	10000	1539	10000	10000	10000	1360	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
126	10000	2328	10000	10000	10000	2348	10000	10000	10000	10000	10000	10000	10000	10000	1072	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-59	10000	10000	837	10000	364	10000	2707	10000	1887	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1979	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2160	10000	10000	10000	10000	451	10000	10000	10000	10000	10000	420	10000	10000	10000	10000	10000	10000	-389	10000	10000	10000	10000	10000	10000	-329	
353	1935	1473	-454	-240	2830	2194	-66	811	2234	1362	2278	1338	2128	1579	2047	2396	542	533	2531	1443	1839	541	-644	857	1114	1364	974	1292	1151	272	1331	1287	395	1957	0	2264	1150	848	854	986	82	1391	1167	2745	849	977	3120	1811	2563	777	1812	1359	-163	2112	2027	1590	1595	842	848	1153	2286	161	-26	2608	1821	1935	1885	324	2391	1948	2048	1482	1721	2304	1535	996	2298	967	1097	20	721	1858	2099	584	1177	179	-76	2029	366	78	2082	848	623	2137	2392	-121	
10000	10000	10000	351	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	206	0	2433	10000	10000	10000	-125	10000	1	10000	10000	10000	2450	10000	10000	-163	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	227	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	352	10000	10000	10000	10000	-115	10000	10000	-813	2065	10000	10000	
-334	10000	10000	10000	10000	10000	-71	10000	10000	1268	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	159	1296	0	10000	10000	10000	10000	10000	10000	2051	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	367	810	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1610	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	156	10000	569	10000	10000	10000	10000	564	
10000	10000	10000	1405	558	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1323	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	564	711	10000	10000	0	535	10000	10000	10000	1330	10000	10000	10000	2835	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1252	10000	10000	1556	10000	10000	10000	10000	225	10000	10000	10000	10000	10000	10000	1774	10000	10000	10000	10000	10000	10000	944	10000	3132	10000	10000	
10000	10000	10000	1152	1310	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1998	10000	10000	40	0	10000	10000	10000	1448	2111	10000	10000	10000	10000	10000	-211	10000	10000	10000	10000	10000	10000	10000	1966	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2322	10000	10000	10000	2698	1645	10000	10000	10000	10000	10000	10000	829	10000	10000	10000	10000	1765	10000	1038	-303	10000	10000	10000	
1257	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1797	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2187	1712	10000	10000	10000	10000	0	1195	2970	10000	10000	10000	10000	10000	1253	10000	10000	10000	10000	10000	10000	10000	10000	2645	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2436	10000	10000	10000	10000	10000	10000	2593	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1998	
10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2491	10000	10000	10000	10000	10000	1169	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1054	2474	10000	10000	10000	1525	0	10000	10000	10000	10000	1307	2626	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1121	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2452	10000	10000	10000	10000	10000	10000	10000	806	10000	10000	10000	10000	10000	10000	895	10000	10000	10000	10000	
571	10000	10000	10000	10000	10000	10000	10000	10000	1287	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1130	-109	10000	10000	10000	10000	-664	10000	0	233	10000	119	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	319	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2207	1299	10000	10000	10000	-661	10000	10000	10000	10000	10000	667	10000	10000	10000	10000	10000	10000	10000	10000	-121	10000	10000	10000	10000	10000	
10000	1265	10000	-105	1007	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2545	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	989	1351	10000	806	287	10000	10000	2546	0	10000	10000	10000	1951	10000	10000	973	10000	10000	10000	10000	10000	10000	10000	1986	10000	10000	1005	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1156	-43	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-90	10000	854	904	2213	10000	10000	
-823	10000	-129	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-298	-875	10000	1130	10000	-909	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1173	179	10000	10000	10000	644	10000	10000	10000	10000	10000	513	-108	10000	10000	10000	10000	10000	-534	10000	680	10000	10000	10000	10000	10000	
1274	10000	10000	10000	10000	10000	2242	10000	10000	2211	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1539	10000	10000	10000	10000	10000	10000	2409	10000	10000	0	10000	2062	10000	10000	10000	10000	605	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2060	10000	10000	10000	10000	10000	716	10000	811	10000	10000	10000	10000	10000	
10000	2513	10000	10000	10000	10000	10000	10000	10000	10000	2718	10000	10000	10000	10000	10000	2252	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1644	10000	10000	10000	10000	10000	2298	10000	10000	10000	10000	0	10000	2359	10000	10000	10000	10000	10000	10000	10000	10000	10000	951	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1482	10000	10000	10000	2259	1181	10000	10000	10000	10000	10000	10000	1068	10000	10000	10000	10000	2366	10000	10000	350	2148	10000	10000	
10000	10000	10000	10000	-1212	10000	10000	10000	10000	10000	657	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	364	-103	10000	99	10000	10000	-666	10000	100	10000	485	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-425	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-316	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	-740	10000	-1027	125	10000	10000	10000	
